App_Name,Review,Platforms,Link,Age_Rating,Date_Published
Slide Up - Games for Snapchat!,2,"iPhone, iPod Touch, iPad",https://www.commonsensemedia.org/app-reviews/slide-up-games-for-snapchat,18,2020-03-31
Merlin Bird ID by Cornell Lab,5,"iPhone, iPod Touch, iPad, Android",https://www.commonsensemedia.org/app-reviews/merlin-bird-id-by-cornell-lab,8,2019-10-24
The King of Fighters ALLSTAR,5,"iPhone, iPad, Android",https://www.commonsensemedia.org/app-reviews/the-king-of-fighters-allstar,13,2019-10-23
Sema Run,4,"iPhone, iPod Touch, iPad, Android",https://www.commonsensemedia.org/app-reviews/sema-run,3,2019-10-08
Threads from Instagram,4,"iPhone, iPod Touch, iPad, Android",https://www.commonsensemedia.org/app-reviews/threads-from-instagram,15,2019-10-08
MonstroCity: Rampage,3,"iPhone, iPad, Android",https://www.commonsensemedia.org/app-reviews/monstrocity-rampage,8,2019-10-07
Wildscapes,3,"iPhone, iPad, Android",https://www.commonsensemedia.org/app-reviews/wildscapes,6,2019-10-07
Ascension,2,"iPhone, iPad, Android",https://www.commonsensemedia.org/app-reviews/ascension,10,2020-05-20
Onitama - The Strategy Board Game,5,"iPhone, iPad, Android",https://www.commonsensemedia.org/app-reviews/onitama-the-strategy-board-game,8,2020-05-15
Esoteric - Personal Thesaurus,2,"iPhone, iPod Touch, iPad",https://www.commonsensemedia.org/app-reviews/esoteric-personal-thesaurus,10,2020-05-15
Sago Mini School,4,"iPhone, iPod Touch, iPad",https://www.commonsensemedia.org/app-reviews/sago-mini-school,3,2020-04-16
Millionaire Live: Who Wants to Be a Millionaire,3,"iPhone, iPad, Android",https://www.commonsensemedia.org/app-reviews/millionaire-live-who-wants-to-be-a-millionaire,10,2020-04-16
Social Distance Training,3,"iPhone, iPod Touch, iPad",https://www.commonsensemedia.org/app-reviews/social-distance-training,6,2020-04-15
Scrabble GO,2,"iPhone, iPad, Android",https://www.commonsensemedia.org/app-reviews/scrabble-go,12,2020-04-14
Duolingo ABC - Learn to Read,4,"iPhone, iPod Touch, iPad",https://www.commonsensemedia.org/app-reviews/duolingo-abc-learn-to-read,3,2020-04-14
Human Heroes Curie on Matter,3,"iPhone, iPod Touch, iPad",https://www.commonsensemedia.org/app-reviews/human-heroes-curie-on-matter,7,2019-09-13
Puzzle Fuzzle,4,"iPhone, iPad, Android",https://www.commonsensemedia.org/app-reviews/puzzle-fuzzle,8,2019-08-21
Train Kit Space,4,"iPhone, iPod Touch, iPad",https://www.commonsensemedia.org/app-reviews/train-kit-space,5,2019-12-10
Wonder Boy: The Dragon's Trap,3,"iPhone, iPod Touch, iPad, Android",https://www.commonsensemedia.org/app-reviews/wonder-boy-the-dragons-trap,10,2019-12-10
Fist of the North Star LEGENDS ReVIVE,2,"iPhone, Android",https://www.commonsensemedia.org/app-reviews/fist-of-the-north-star-legends-revive,15,2019-12-10
Middle School Confidential 1: Be Confident in Who You Are,4,"iPhone, iPod Touch, iPad, Android, Kindle Fire, Nook HD",https://www.commonsensemedia.org/app-reviews/middle-school-confidential-1-be-confident-in-who-you-are,11,2019-12-10
Granny Legend,2,"iPhone, iPod Touch, iPad, Android",https://www.commonsensemedia.org/app-reviews/granny-legend,8,2019-12-09
Tetris,4,"iPhone, iPod Touch, iPad, Android",https://www.commonsensemedia.org/app-reviews/tetris-0,8,2020-11-09
Gabbys Dollhouse,3,"iPhone, iPod Touch, iPad, Android",https://www.commonsensemedia.org/app-reviews/gabbys-dollhouse,4,2020-11-06
My City : Election day,4,"iPhone, iPod Touch, iPad, Android",https://www.commonsensemedia.org/app-reviews/my-city-election-day,5,2020-11-06
Just One More Story!,2,"iPhone, iPod Touch, iPad",https://www.commonsensemedia.org/app-reviews/just-one-more-story,3,2020-09-09
Snail Bob 3: Beyond the Sky,2,"iPhone, iPad, Android",https://www.commonsensemedia.org/app-reviews/snail-bob-3-beyond-the-sky,11,2020-09-09
Super Fowlst 2,4,"iPhone, iPad, Android",https://www.commonsensemedia.org/app-reviews/super-fowlst-2,10,2020-09-08
MarcoPolo Recall,3,"iPhone, iPod Touch, iPad",https://www.commonsensemedia.org/app-reviews/marcopolo-recall,4,2020-09-07
Bookaroo! Share Kids Stories,3,iPad,https://www.commonsensemedia.org/app-reviews/bookaroo-share-kids-stories,4,2020-09-03
Make Way for Books,4,"iPhone, iPod Touch, iPad, Android",https://www.commonsensemedia.org/app-reviews/make-way-for-books,2,2020-09-03
Bibi Numbers 123 - Kids Games,3,"iPhone, iPod Touch, iPad, Android",https://www.commonsensemedia.org/app-reviews/bibi-numbers-123-kids-games,3,2019-09-27
SmartNews: Local News Break,4,"iPhone, iPod Touch, iPad, Android",https://www.commonsensemedia.org/app-reviews/smartnews-local-news-break,13,2019-09-27
MathPapa - Algebra Calculator,4,"iPhone, iPod Touch, iPad, Android",https://www.commonsensemedia.org/app-reviews/mathpapa-algebra-calculator,11,2019-09-26
Listenable: Learn via Audio,3,"iPhone, iPod Touch, iPad",https://www.commonsensemedia.org/app-reviews/listenable-learn-via-audio,14,2020-03-06
English idiomsvocabulary game,2,"iPhone, iPod Touch, iPad",https://www.commonsensemedia.org/app-reviews/english-idiomsvocabulary-game,13,2020-03-06
Zebrainy: A-Z kids games,3,"iPhone, iPod Touch, iPad, Android",https://www.commonsensemedia.org/app-reviews/zebrainy-a-z-kids-games,3,2020-03-06
iTranslate Translator,4,"iPhone, iPod Touch, iPad, Android",https://www.commonsensemedia.org/app-reviews/itranslate-translator,10,2020-02-15
Monster Chords: Fun with Music,2,"iPhone, iPod Touch, iPad",https://www.commonsensemedia.org/app-reviews/monster-chords-fun-with-music,8,2020-02-14
Droplets: Drops for Kids,4,"iPhone, iPod Touch, iPad, Android",https://www.commonsensemedia.org/app-reviews/droplets-drops-for-kids,8,2020-02-14
Pango One Road : Logical Maze,3,"iPhone, iPod Touch, iPad, Android",https://www.commonsensemedia.org/app-reviews/pango-one-road-logical-maze,5,2020-02-14
Charlie Jumped Out of the Clock - Learning Story,3,"iPhone, iPod Touch, iPad",https://www.commonsensemedia.org/app-reviews/charlie-jumped-out-of-the-clock-learning-story,5,2020-02-14
The little line,4,"iPhone, iPod Touch, iPad, Android",https://www.commonsensemedia.org/app-reviews/the-little-line,5,2020-02-10
Colors - Therapy Coloring Book,3,"iPhone, iPod Touch, iPad, Android",https://www.commonsensemedia.org/app-reviews/colors-therapy-coloring-book,4,2020-05-01
Dunkers,4,"iPhone, iPod Touch, iPad, Android",https://www.commonsensemedia.org/app-reviews/dunkers,5,2020-05-01
Worms 3,3,"iPhone, iPod Touch, iPad, Android",https://www.commonsensemedia.org/app-reviews/worms-3,10,2020-04-30
Psych! Outwit Your Friends,4,"iPhone, iPod Touch, iPad",https://www.commonsensemedia.org/app-reviews/psych-outwit-your-friends,10,2020-04-30
GetFact,4,"iPhone, iPod Touch, iPad",https://www.commonsensemedia.org/app-reviews/getfact,10,2020-04-30
SpongeBob: Krusty Cook-Off,4,"iPhone, iPod Touch, iPad, Android",https://www.commonsensemedia.org/app-reviews/spongebob-krusty-cook-off,8,2020-06-26
Cameo - Personal Celeb Videos,4,"iPhone, iPod Touch, iPad, Android",https://www.commonsensemedia.org/app-reviews/cameo-personal-celeb-videos,16,2020-06-24
Moji Multi,3,"iPhone, iPod Touch, iPad",https://www.commonsensemedia.org/app-reviews/moji-multi,6,2020-06-22
Mystery Coast: Treasure Hunt,3,"iPhone, iPod Touch, iPad",https://www.commonsensemedia.org/app-reviews/mystery-coast-treasure-hunt,8,2020-06-19
Muffin Knight,3,"iPhone, iPod Touch, iPad, Android",https://www.commonsensemedia.org/app-reviews/muffin-knight,10,2020-06-18
Space Cycler,2,"iPhone, iPod Touch, iPad, Android",https://www.commonsensemedia.org/app-reviews/space-cycler,10,2020-06-18
Patchwork: The Game,4,"iPhone, iPad, Android",https://www.commonsensemedia.org/app-reviews/patchwork-the-game,8,2020-06-03
Stepchickens,3,"iPhone, iPod Touch, iPad",https://www.commonsensemedia.org/app-reviews/stepchickens,15,2020-06-03
Carcassonne - Tiles & Tactics,4,"iPhone, iPad, Android",https://www.commonsensemedia.org/app-reviews/carcassonne-tiles-tactics,8,2020-05-30
Caffeine: Live Streaming,3,"iPhone, iPod Touch, iPad, Android",https://www.commonsensemedia.org/app-reviews/caffeine-live-streaming,18,2020-05-30
Studio Island: Song Creator,3,"iPhone, iPod Touch, iPad",https://www.commonsensemedia.org/app-reviews/studio-island-song-creator,8,2020-05-29
Baby Einstein: Storytime,3,"iPhone, iPod Touch, iPad",https://www.commonsensemedia.org/app-reviews/baby-einstein-storytime,2,2020-11-27
Spark Reading for Kids,3,"iPhone, iPod Touch, iPad",https://www.commonsensemedia.org/app-reviews/spark-reading-for-kids,6,2020-11-27
Star Trek Fleet Command,3,"iPhone, iPod Touch, iPad, Android",https://www.commonsensemedia.org/app-reviews/star-trek-fleet-command,10,2020-11-20
Battle Bouncers,4,"iPhone, iPod Touch, iPad, Android",https://www.commonsensemedia.org/app-reviews/battle-bouncers,10,2021-03-08
Giblins: Fantasy Builder,3,"iPhone, iPod Touch, iPad, Android",https://www.commonsensemedia.org/app-reviews/giblins-fantasy-builder,8,2021-03-08
Loóna: calm relax and slee‪p,4,"iPhone, iPod Touch, iPad, Mac, Android",https://www.commonsensemedia.org/app-reviews/loona-calm-relax-and-sleep,8,2021-03-04
Queen Rock Tour,4,"iPhone, iPad, Android",https://www.commonsensemedia.org/app-reviews/queen-rock-tour,8,2021-03-03
Tiny Robots Recharged,4,"iPhone, iPod Touch, iPad, Android",https://www.commonsensemedia.org/app-reviews/tiny-robots-recharged,10,2021-03-01
Wallace & Gromit: Big Fix Up,4,"iPhone, iPod Touch, iPad, Android",https://www.commonsensemedia.org/app-reviews/wallace-gromit-big-fix-up,8,2021-01-27
Metal Slug Attack,3,"iPhone, iPod Touch, iPad, Android",https://www.commonsensemedia.org/app-reviews/metal-slug-attack,14,2021-01-25
Pointer College Discovery,3,"iPhone, iPod Touch, iPad",https://www.commonsensemedia.org/app-reviews/pointer-college-discovery,16,2021-01-24
ThatHelps,4,"iPhone, iPod Touch, iPad, Android",https://www.commonsensemedia.org/app-reviews/thathelps,13,2021-01-22
Apple TV,3,"iPhone, iPod Touch, iPad",https://www.commonsensemedia.org/app-reviews/apple-tv,10,2020-07-22
Undersea Solitaire Tripeaks,4,"iPhone, iPad, Android",https://www.commonsensemedia.org/app-reviews/undersea-solitaire-tripeaks,8,2020-07-21
SpellTower+,4,"iPhone, iPad",https://www.commonsensemedia.org/app-reviews/spelltower,10,2020-07-20
Amazon Prime Video,3,"iPhone, iPod Touch, iPad, Mac, Android, Kindle Fire, Windows app",https://www.commonsensemedia.org/app-reviews/amazon-prime-video,10,2020-07-17
Rec Room,2,"iPhone, iPod Touch, iPad",https://www.commonsensemedia.org/app-reviews/rec-room,10,2020-07-16
Scary Teacher 3D,1,"iPhone, iPod Touch, iPad, Android",https://www.commonsensemedia.org/app-reviews/scary-teacher-3d,10,2019-12-20
Simulacra 2,2,"iPhone, iPad, Android",https://www.commonsensemedia.org/app-reviews/simulacra-2,15,2019-12-19
The Love Boat: Puzzle Cruise,3,"iPhone, iPad, Android",https://www.commonsensemedia.org/app-reviews/the-love-boat-puzzle-cruise,13,2019-12-19
Dodoo Adventure: Kids Coding,4,"iPhone, iPod Touch, iPad, Android",https://www.commonsensemedia.org/app-reviews/dodoo-adventure-kids-coding,4,2019-12-13
Takoway,3,"iPhone, iPod Touch, iPad, Android",https://www.commonsensemedia.org/app-reviews/takoway,10,2019-12-13
Disney+,4,"iPhone, iPod Touch, iPad, Android",https://www.commonsensemedia.org/app-reviews/disney,6,2019-11-19
Human Heroes Einstein's Clock,4,"iPhone, iPod Touch, iPad, Android",https://www.commonsensemedia.org/app-reviews/human-heroes-einsteins-clock,5,2019-11-18
Tennis Clash: Fun Sports,3,"iPhone, iPad, Android",https://www.commonsensemedia.org/app-reviews/tennis-clash-fun-sports,8,2019-11-18
Google Stadia,3,Android,https://www.commonsensemedia.org/app-reviews/google-stadia,17,2019-11-18
Bolt Browser and Documents,3,"iPhone, iPod Touch, iPad",https://www.commonsensemedia.org/app-reviews/bolt-browser-and-documents,16,2019-11-17
American Dad: Apocalypse Soon,3,"iPhone, iPad, Android",https://www.commonsensemedia.org/app-reviews/american-dad-apocalypse-soon,15,2019-11-05
Tsuro - The Game of the Path,4,"iPhone, iPod Touch, iPad, Android",https://www.commonsensemedia.org/app-reviews/tsuro-the-game-of-the-path,8,2019-11-01
Men in Black: Global Invasion,2,"iPhone, iPod Touch, iPad, Android",https://www.commonsensemedia.org/app-reviews/men-in-black-global-invasion,10,2019-11-01
Eloh,4,"iPhone, iPod Touch, iPad, Android",https://www.commonsensemedia.org/app-reviews/eloh,7,2019-10-31
Quizizz: Play to Learn,4,"iPhone, iPod Touch, iPad, Android",https://www.commonsensemedia.org/app-reviews/quizizz-play-to-learn,9,2019-10-31
Game of Thrones: Beyond the Wall,3,"iPhone, iPod Touch, iPad, Android",https://www.commonsensemedia.org/app-reviews/game-of-thrones-beyond-the-wall,13,2020-03-30
Disney Sorcerer's Arena,4,"iPhone, iPad, Android",https://www.commonsensemedia.org/app-reviews/disney-sorcerers-arena,10,2020-03-29
Kiva - Lend for Good,4,"iPhone, iPod Touch, iPad",https://www.commonsensemedia.org/app-reviews/kiva-lend-for-good,11,2020-03-29
Missile Command: Recharged,5,"iPhone, iPad, Android",https://www.commonsensemedia.org/app-reviews/missile-command-recharged,8,2020-03-26
Home Base by Scholastic,4,"iPhone, iPod Touch, iPad, Android",https://www.commonsensemedia.org/app-reviews/home-base-by-scholastic,10,2020-03-26
LEGO DUPLO WORLD,4,"iPhone, iPod Touch, iPad, Android",https://www.commonsensemedia.org/app-reviews/lego-duplo-world,2,2019-10-18
Deepstash - Self Improvement,4,"iPhone, iPod Touch, iPad, Android",https://www.commonsensemedia.org/app-reviews/deepstash-self-improvement,13,2019-10-18
Rockd,4,"iPhone, iPod Touch, iPad, Android",https://www.commonsensemedia.org/app-reviews/rockd,10,2019-10-18
Dolphy Dash,2,"iPhone, iPod Touch, iPad, Android",https://www.commonsensemedia.org/app-reviews/dolphy-dash,6,2019-10-18
Time Immersive,3,"iPhone, iPod Touch, iPad, Android",https://www.commonsensemedia.org/app-reviews/time-immersive,8,2019-10-18
Draw Your Game 2,3,"iPhone, iPod Touch, iPad, Android",https://www.commonsensemedia.org/app-reviews/draw-your-game-2,9,2019-10-17
Call of Duty: Mobile,5,"iPhone, iPad, Android",https://www.commonsensemedia.org/app-reviews/call-of-duty-mobile,16,2019-10-06
Raid: Shadow Legends,4,"iPhone, iPad, Android",https://www.commonsensemedia.org/app-reviews/raid-shadow-legends,15,2019-10-05
My Town : Discovery,3,"iPhone, iPod Touch, iPad, Android, Kindle Fire",https://www.commonsensemedia.org/app-reviews/my-town-discovery,8,2019-10-04
Welcome to Primrose Lake,3,"iPhone, iPod Touch, iPad, Android",https://www.commonsensemedia.org/app-reviews/welcome-to-primrose-lake,11,2019-10-04
Noisy Book,2,"iPhone, iPad",https://www.commonsensemedia.org/app-reviews/noisy-book,4,2019-10-04
Sonic at the Olympic Games,3,"iPhone, iPod Touch, iPad, Android",https://www.commonsensemedia.org/app-reviews/sonic-at-the-olympic-games,6,2020-05-15
Through the Darkest of Times,4,"iPhone, iPod Touch, Android",https://www.commonsensemedia.org/app-reviews/through-the-darkest-of-times,12,2020-05-14
Play and Learn Engineering,3,"iPhone, iPod Touch, iPad, Android, Kindle Fire",https://www.commonsensemedia.org/app-reviews/play-and-learn-engineering,3,2020-05-14
Oddbods Oddlife: Daily games,3,"iPhone, iPod Touch, iPad",https://www.commonsensemedia.org/app-reviews/oddbods-oddlife-daily-games,4,2020-05-12
Hot Wheels Infinite Loop,4,"iPhone, iPad, Android",https://www.commonsensemedia.org/app-reviews/hot-wheels-infinite-loop,8,2020-04-13
Orwell: Keeping an Eye on You,4,"iPhone, iPod Touch, iPad",https://www.commonsensemedia.org/app-reviews/orwell-keeping-an-eye-on-you,14,2020-04-11
Charisma - Interactive Comics,3,"iPhone, iPod Touch, iPad, Android",https://www.commonsensemedia.org/app-reviews/charisma-interactive-comics,16,2020-04-10
Wheel of Fortune: Show Puzzles,5,"iPhone, iPad, Android",https://www.commonsensemedia.org/app-reviews/wheel-of-fortune-show-puzzles,8,2020-04-10
Abridge News,4,"iPhone, iPod Touch, iPad",https://www.commonsensemedia.org/app-reviews/abridge-news,15,2020-04-10
Yahtzee with Buddies Dice,2,"iPhone, iPad, Android",https://www.commonsensemedia.org/app-reviews/yahtzee-with-buddies-dice,8,2020-04-09
Pepi Wonder World,4,"iPhone, iPod Touch, iPad, Android",https://www.commonsensemedia.org/app-reviews/pepi-wonder-world,3,2019-09-11
Winno - Just the Facts,4,"iPhone, iPod Touch, iPad",https://www.commonsensemedia.org/app-reviews/winno-just-the-facts,14,2019-09-11
Moshi Twilight Sleep Stories,4,"iPhone, iPod Touch, iPad, Android, Kindle Fire",https://www.commonsensemedia.org/app-reviews/moshi-twilight-sleep-stories,5,2019-09-06
WhizRead,3,iPad,https://www.commonsensemedia.org/app-reviews/whizread,6,2019-09-06
Dr. Panda - Learn & Play,4,"iPhone, iPod Touch, iPad",https://www.commonsensemedia.org/app-reviews/dr-panda-learn-play,3,2019-09-05
Golf Zero,1,"iPhone, iPad, Android",https://www.commonsensemedia.org/app-reviews/golf-zero,10,2019-09-05
Disney Story Realms,3,"iPhone, iPod Touch, iPad, Android",https://www.commonsensemedia.org/app-reviews/disney-story-realms,7,2019-08-19
DIY.org – Creative Challenges,5,"iPhone, iPod Touch, iPad",https://www.commonsensemedia.org/app-reviews/diyorg-creative-challenges,5,2019-08-19
Vineyard Valley: Design Game,4,"iPhone, iPad, Android",https://www.commonsensemedia.org/app-reviews/vineyard-valley-design-game,12,2019-08-19
Jetpack Jump,1,"iPhone, iPad, Android",https://www.commonsensemedia.org/app-reviews/jetpack-jump,9,2019-08-13
Wild Kratts Baby Buddies,3,"iPhone, iPod Touch, iPad, Android, Kindle Fire",https://www.commonsensemedia.org/app-reviews/wild-kratts-baby-buddies,4,2019-08-09
Battle Breakers,2,"iPhone, Android",https://www.commonsensemedia.org/app-reviews/battle-breakers,13,2019-12-08
Hello Piano - Lessons & Games,4,"iPhone, iPod Touch, iPad",https://www.commonsensemedia.org/app-reviews/hello-piano-lessons-games,8,2019-12-08
My Cafe,3,"iPhone, iPod Touch, iPad, Android",https://www.commonsensemedia.org/app-reviews/my-cafe,10,2020-10-30
Fabulous - Cuentos y Cantos,5,"iPhone, iPod Touch, iPad, Android",https://www.commonsensemedia.org/app-reviews/fabulous-cuentos-y-cantos,2,2020-10-30
Miga Town,3,"iPhone, iPod Touch, iPad, Android, Kindle Fire",https://www.commonsensemedia.org/app-reviews/miga-town,4,2020-10-29
Tintin Match,4,"iPhone, iPad, Android",https://www.commonsensemedia.org/app-reviews/tintin-match,8,2020-09-02
The Everlasting Regret,2,"iPhone, iPad, Android",https://www.commonsensemedia.org/app-reviews/the-everlasting-regret,10,2020-08-28
